"","�..id","booked","host_since","host_about","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_verifications","price","host_since_frm","days_since","email","social","phone","reviews"
"791",3521019,110,"11-02-2013","","within an hour","100%","100%","t",1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","$ 50.00",2013-02-11,1474,1,1,1,1
"792",2149433,0,"09-12-2013","Sacred Mountain Sanctuary is comprised of a small community, educational environment, retreat/hermitage center, and biodynamic farm. Our mission is to provide an environment and immersive experiences that will awaken one's being to the sacred nature of existence. 

Anne is our rentals coordinator handling all of our bookings. She will be promptly answering all of your inquiries and questions! We look forward to meeting you and hosting your stay!","within an hour","100%","85%","f",2,2,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 44.00",2013-12-09,1173,1,1,1,1
"793",2134603,0,"09-12-2013","Sacred Mountain Sanctuary is comprised of a small community, educational environment, retreat/hermitage center, and biodynamic farm. Our mission is to provide an environment and immersive experiences that will awaken one's being to the sacred nature of existence. 

Anne is our rentals coordinator handling all of our bookings. She will be promptly answering all of your inquiries and questions! We look forward to meeting you and hosting your stay!","within an hour","100%","85%","f",2,2,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 44.00",2013-12-09,1173,1,1,1,1
"794",3878052,111,"18-09-2013","I enjoy taking the road less traveled & making new friends. Bicycles, motorcycles & hiking boots have helped along the way.","within an hour","100%","100%","t",1,1,"['email', 'phone', 'reviews', 'kba']","$ 139.00",2013-09-18,1255,1,1,1,1
"795",9365815,0,"09-11-2015","Half of our business is rentals (10 years in the business) and the other half operating Brahma Ridge Event Center with my wife, Holly Berry.  We have 41 acres of mountain property that guests are welcome, and encouraged, to use.","within a day","50%","86%","f",1,1,"['email', 'phone', 'reviews']","$ 175.00",2015-11-09,473,1,1,1,1
"796",5318520,0,"10-02-2015","We are privately located near West Asheville, just off the I40 with easy access to downtown Asheville via Patton Ave. Taking Rt151 you travel through the beautiful rolling hills of the Hominy Valley, its surrounding organic farms, flower gardens and streams, with the Pisgah and Blue Ridge Mountains as a back drop. Just 5 miles from our door is mountain access to the Pisgah Forest and the Blue Ridge Parkways scenic valley over looks, hiking trails and waterfalls. This quiet forest location with its charming guest cabin homes, is also a service provider for the Art Studio World charity and provides a home base for the 'C.H.A.I.' LIFE ARTS CENTER (CHAILA) which offers CREATIVE-HOLISTIC ART INTEGRATION based Workshops, Programs, Retreats, Trainings, Rentals, Guest Visits and more. 

This incredible ""Land Project"" is dedicated to empowering and inspiring wellness and creativity for all. 

Our CHAILA local team includes Rachel from Art Studio World and David Rosenthal of Planet Kitchen and the famous ""PFM Fire Tonic"" products known as the Fixer Elixer! 

We are a team aligned in creating our best lives in body - mind - soul, with aligned purpose for serving the next generations of youth with creative thinking tools that empower and inspire. 

When you are a guest in our cabin homes you are provided with clean, comfortable accommodations in a caring heart centered energetically beneficial environment. You are surrounded by nature, the high mountains and a fantastic view of Mount Pisgah. Your payment is considered a donation to the charity and supports  the continuation of youth empowerment programs. Love + Gratitude = Peace

Locations: 
- Asheville Airport 22 miles
- Asheville Downtown 15 miles
- West Asheville 10 miles
- Sliding Rock Water Falls 32 miles South
- P.A.R.I - Pisgah Astronomical Research Institute
37 miles South > 1 Pari Dr, Rosman, NC 28772","within an hour","60%","100%","f",3,3,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 175.00",2015-02-10,745,1,1,1,1
"797",9627201,0,"25-08-2014","A raft guide and kayaking instructor living south of Asheville NC in the beautiful Nantahala gorge. Spending most of my time in the summer with my daughter and most of the winter months guiding kayaking trip in Costa Rica and Ecuador, filling in the spring and fall months DJ'ing around the south east and Central and South America","within an hour","100%","0%","f",1,1,"['email', 'phone']","$ 50.00",2014-08-25,914,1,1,1,1
"798",284022,0,"06-12-2011","I am a professional landscape designer. I have an office in my home so I'm here a LOT. I am also crazy about gardening. 

I am gradually converting pretty much all of my lawn to gardens. I grow rare and wonderful trees and shrubs, many kinds of annual and perennial flowering plants, and all kinds of veggies. I am currently planting fruit trees, brambles, strawberries, etc. Not much lawn left!

I love to rent rooms to interesting people! I have had so much fun meeting the folks who come here through Airbnb! They have come from many countries, states, and walks of life. I love it! I am hoping to get some Turkish visitors so that I can practice my Turkish on them. I have traveled in many countries, myself and love to swap stories!

I love good food. I grow much of my own. I am interested in all things homesteading. I have been been at this since the 1970's when I built and lived in my own underground house in Michigan. I love to share ideas on this subject.

I love to DANCE! Especially to the blues. You can find me out making something up on the dance floor at the great clubs in ""Ashevegas"". Looking silly, maybe, but having fun!

And lastly, I am thoroughly in love with this wonderful old stone house. I spend lots of time working to restore my home and make it more and more livable. Several ago I got a new roof and now I'm working on the windows and getting ready to paint the exterior trim. I feel (EMAIL HIDDEN)e see! I'd love to have you!","within an hour","100%","100%","t",2,2,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","$ 55.00",2011-12-06,1907,1,1,1,1
"799",7755862,0,"07-08-2015","We bought this house near Asheville in December 2014. Since arriving we have upgraded the house, planted several fruit trees, and created a organic veggie garden. Lena teaches at the nearby Waldorf school and Sam is the Director for the WNC Green Building Council. Lena grew up in KY, attended UNCA, and has traveled extensively in HI, Mexico and the US.  Sam grew up in NC and SC, went to the College of Charleston and lived in the Bay area of CA for many years. We got married in the field below our house in May 2015 and are excited to welcome travelers to this spacious and beautiful mountain home.","within an hour","100%","100%","f",1,1,"['email', 'phone', 'google', 'reviews', 'kba']","$ 55.00",2015-08-07,567,1,1,1,1
"800",6881217,0,"17-06-2015"," I am presently a retired teacher of English and School Guidance Counselor, and presently a Spiritual Life Coach. I have lived in NYC and at the beach, and presently happier than I have ever been in my Blue Ridge Mountain home among the trees with a glorious view of Mount Pisgah and Hominy Valley, only 20 minutes from the center of Asheville, NC. I enjoy sharing the unique amenities of my home-- the screened in sleeping porch adjacent to the guest bedroom, the meditation pyramid that seats four people, the organic and gluten free food I serve for breakfast, and the natural world that surrounds my mountain home. People who live in this area say I have a million dollar view, and I agree both during the day, no matter what the weather,  and the night sky is amazing as well. My motto is...""it's not good news till you share it."" Being here is the best news ever!","within a day","60%","100%","f",1,1,"['email', 'phone', 'reviews', 'kba']","$ 89.00",2015-06-17,618,1,1,1,1
"801",4004576,0,"31-08-2014","disabled, somewhat retired, over the hill babyboomer hippy type. Love caribbean life. Lived on Maui 10 years. Fourth generation Texan. Horse packer in the Rockies, Grower in the Smokies. Five years in Alaska.","within an hour","100%","99%","t",3,3,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","$ 29.00",2014-08-31,908,1,1,1,1
"802",8200122,0,"21-01-2013","I grew up In Atlanta GA and have traveled and lived all over since I was a child.   I strive to live the change I want to see in the world, and am so grateful and thankful everyday for all the opportunities around me to laugh, learn, live, and explore! I'm a fun, warm, wonderful person, and am excited to be able to open up my home to others. Please make yourself at home, and let me know if I can help make your stay more enjoyable :)!","within an hour","100%","100%","t",1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","$ 78.00",2013-01-21,1495,1,1,1,1
"803",7161170,0,"10-02-2015","We are privately located near West Asheville, just off the I40 with easy access to downtown Asheville via Patton Ave. Taking Rt151 you travel through the beautiful rolling hills of the Hominy Valley, its surrounding organic farms, flower gardens and streams, with the Pisgah and Blue Ridge Mountains as a back drop. Just 5 miles from our door is mountain access to the Pisgah Forest and the Blue Ridge Parkways scenic valley over looks, hiking trails and waterfalls. This quiet forest location with its charming guest cabin homes, is also a service provider for the Art Studio World charity and provides a home base for the 'C.H.A.I.' LIFE ARTS CENTER (CHAILA) which offers CREATIVE-HOLISTIC ART INTEGRATION based Workshops, Programs, Retreats, Trainings, Rentals, Guest Visits and more. 

This incredible ""Land Project"" is dedicated to empowering and inspiring wellness and creativity for all. 

Our CHAILA local team includes Rachel from Art Studio World and David Rosenthal of Planet Kitchen and the famous ""PFM Fire Tonic"" products known as the Fixer Elixer! 

We are a team aligned in creating our best lives in body - mind - soul, with aligned purpose for serving the next generations of youth with creative thinking tools that empower and inspire. 

When you are a guest in our cabin homes you are provided with clean, comfortable accommodations in a caring heart centered energetically beneficial environment. You are surrounded by nature, the high mountains and a fantastic view of Mount Pisgah. Your payment is considered a donation to the charity and supports  the continuation of youth empowerment programs. Love + Gratitude = Peace

Locations: 
- Asheville Airport 22 miles
- Asheville Downtown 15 miles
- West Asheville 10 miles
- Sliding Rock Water Falls 32 miles South
- P.A.R.I - Pisgah Astronomical Research Institute
37 miles South > 1 Pari Dr, Rosman, NC 28772","within an hour","60%","100%","f",3,3,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 55.00",2015-02-10,745,1,1,1,1
"804",11242744,0,"13-02-2016","We have lived in Western NC for over 22 years.  We love it here!  Outdoor activities  such as hiking and trail running rank among our favorites.  We have always enjoyed hosting family and friends in our large home.  When our 3 kids entered their twenties, we remodeled to make better use of the space.  We love to travel and have enjoyed staying at several Airbnb properties.  Peter is a self-employed caterer and property manager.  Jackie is an RN.","within an hour","100%","100%","f",1,1,"['email', 'phone', 'reviews']","$ 109.00",2016-02-13,377,1,1,1,1
"805",11937357,0,"23-01-2015","Hello Guest,
 
 Me and my wife (William and Viche') are very friendly, accommodating and respectful. We want you to enjoy your stay. We are on call 24/7  with immediate assistance.  Enjoy the comforts of the country while being minutes from downtown Asheville, Blue Ridge Parkway, and the Biltmore Estate.","within an hour","100%","100%","t",2,2,"['email', 'phone', 'google', 'reviews', 'kba']","$ 99.00",2015-01-23,763,1,1,1,1
"806",3571135,0,"30-04-2014","A world traveler who has seen a lot but want to see more. 
While at home, lives in one of the most amazing places on earth!","within a day","83%","67%","t",1,1,"['email', 'phone', 'reviews']","$ 135.00",2014-04-30,1031,1,1,1,1
"807",1480224,0,"02-07-2013","Hi, I'm Karen, (the gal on the left) an on-the-go Asheville native with a high energy level, love for decorating, quest for innovation and inherent need for thinking outside of the box. For the past 7 years, I have owned and managed two very successful short term vacation rentals where guests occupied the entire space, yet the home remained void of me as a host. Most recently, I have changed directions, opening rooms in my home to travelers like yourself to offer comfortable, well-thought out spaces with a fun, eclectic vibe and all the comforts of home.

I am a high ""D"" personality type, a doer, a get-it-done type of girl. My ""I"" falls close second, and in good company, I have a lot to say and will use large gestures to make my point. I can't live without change, chocolate, earl grey tea, music and inspiring words. I prefer to surround myself with positive, driven people or those constantly moving forward to create their best life possible! 

I am a low-key host with a limited presence and one that allows you the freedom of use for the common areas and of course, your own personal space. It is my goal to ensure that you are comfortable, making my home your own. I am confident that you will find Out on a Limb to exceed your expectations, where unlike most rentals, my experience in the business translates for you as an above average accommodation. 

Thank you for taking the time to read on and learn more about Out on a Limb. I appreciate the opportunity to be your host during your time in Asheville and look forward to our connection!","within an hour","100%","83%","f",1,1,"['email', 'phone', 'reviews', 'jumio', 'kba']","$ 89.00",2013-07-02,1333,1,1,1,1
"808",9351517,0,"08-11-2015","","within a few hours","90%","100%","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","$ 140.00",2015-11-08,474,1,1,1,1
"809",4174407,0,"30-08-2013","Graphic designer, married to Tom. 
We have 2 cats, one is 21 and one is about a year. 
We enjoy mountain biking, road biking, climbing, hiking, and food and wine. And coffee and chocolate. 
And LOVE our home in Asheville, a great place to live or visit!","within an hour","100%","100%","f",2,2,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","$ 200.00",2013-08-30,1274,1,1,1,1
"810",12172164,111,"22-12-2015","","within an hour","100%","100%","f",1,1,"['email', 'phone']","$ 82.00",2015-12-22,430,1,1,1,1
"811",3378971,110,"13-05-2014","We're a friendly, easy going couple. We love art, reading, traveling, cooking, storytelling, playing games, cards and meeting people. 
I paint with bright colors since we lived in Mexico for 4 years, many years ago. 
My husband got Arthur Herman's book ""The Cave and the Light"" and he laughs out loud reading in bed.
We love British BBC programs and movies, documentaries like ""Happy"", to read History and books about innovations for the mind and alternative medicine. Daniel worked in Brazil, Mexico, France, Puerto Rico and the US. 
Our home is clean, confortable and we like to think it's beautiful. Friends are always welcome. 
We respect your privacy and leave you alone when you need some quiet time. We also love to chat when you feel like it.","within an hour","100%","100%","t",3,3,"['email', 'phone', 'reviews', 'kba']","$ 83.00",2014-05-13,1018,1,1,1,1
"812",8268752,110,"02-08-2015","I am a single 50 y/o female homeowner.  I work for the American Red Cross.  I have an 8 lb Shih-poo, another 8 lb terrier mix and an indoor/outdoor cat.   All are very friendly, including with children.

 My home is 10 yrs old, on a cul-de-sac with ample parking.  Sweet, quiet, safe neighborhood.  It has a split bedroom/open floor plan so you will have your own space on the opposite side of the house from my bedroom suite.  Tons of windows, so very light filled.

I enjoy hiking, camping, motorcycling, reading, playing games, dining and local music, especially bluegrass.  I also enjoy a huge range of professional bands and musicians from all eras. I really love books based in the south and have a large eclectic book collection.

As far as shows, I prefer to like TV to be entertaining, as well as informative.  Love property/real estate shows, insight into different people and their crazy lives, and true crime shows.  I was in genetics for 20 yrs, so I cannot deny the scientist in me.

I love to travel, mainly to tropical destinations, but am anxious to travel out west where my daughter is living.  I prefer to travel to areas farther from my home.  I would love to travel more!

I prefer non-chain locally owned restaurants, with everything from French cuisine to sushi.  Our loval restaurants here are amazing.  Lots of good dining for certain.

I am pretty easy going and open in my house.  I enjoy guests, but will respect your privacy.  Please let me know your favorite coffee, juice and drinks.  Cream and sugar choices, etc.  I want your immediate needs to be met.  I will have maps of surrounding areas as well as points of interests.  I will also have information on local goings on and events.  My house is located extremely convenient to all of the major thoroughfares, so it's quick and easy to get to your desired locations.

I want your visit to be as comfortable and pleasurable as possible, after all, it is your vacation time.  I am southern and we southerners love to be as friendly, accommodating and hospitable as possible.

Finally, my motto is to believe in now.  Live life with as little worries or regrets as possible. Right ""Now"" is all we are promised here on this beautiful planet, so I try to stay in it as much as possible.  Enjoy it.  Live to laugh as much as possible.

I look forward to meeting you!!!","within an hour","100%","100%","f",2,2,"['email', 'phone', 'reviews']","$ 65.00",2015-08-02,572,1,1,1,1
"813",7675071,0,"02-08-2015","I am a single 50 y/o female homeowner.  I work for the American Red Cross.  I have an 8 lb Shih-poo, another 8 lb terrier mix and an indoor/outdoor cat.   All are very friendly, including with children.

 My home is 10 yrs old, on a cul-de-sac with ample parking.  Sweet, quiet, safe neighborhood.  It has a split bedroom/open floor plan so you will have your own space on the opposite side of the house from my bedroom suite.  Tons of windows, so very light filled.

I enjoy hiking, camping, motorcycling, reading, playing games, dining and local music, especially bluegrass.  I also enjoy a huge range of professional bands and musicians from all eras. I really love books based in the south and have a large eclectic book collection.

As far as shows, I prefer to like TV to be entertaining, as well as informative.  Love property/real estate shows, insight into different people and their crazy lives, and true crime shows.  I was in genetics for 20 yrs, so I cannot deny the scientist in me.

I love to travel, mainly to tropical destinations, but am anxious to travel out west where my daughter is living.  I prefer to travel to areas farther from my home.  I would love to travel more!

I prefer non-chain locally owned restaurants, with everything from French cuisine to sushi.  Our loval restaurants here are amazing.  Lots of good dining for certain.

I am pretty easy going and open in my house.  I enjoy guests, but will respect your privacy.  Please let me know your favorite coffee, juice and drinks.  Cream and sugar choices, etc.  I want your immediate needs to be met.  I will have maps of surrounding areas as well as points of interests.  I will also have information on local goings on and events.  My house is located extremely convenient to all of the major thoroughfares, so it's quick and easy to get to your desired locations.

I want your visit to be as comfortable and pleasurable as possible, after all, it is your vacation time.  I am southern and we southerners love to be as friendly, accommodating and hospitable as possible.

Finally, my motto is to believe in now.  Live life with as little worries or regrets as possible. Right ""Now"" is all we are promised here on this beautiful planet, so I try to stay in it as much as possible.  Enjoy it.  Live to laugh as much as possible.

I look forward to meeting you!!!","within an hour","100%","100%","f",2,2,"['email', 'phone', 'reviews']","$ 50.00",2015-08-02,572,1,1,1,1
"814",1235531,0,"13-02-2013","Self employed travel agent. I work from home. Mid fifties. Healthy living. Don't smoke, drink, or do drugs. Love to host people in our corner of Western North Carolina.","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 100.00",2013-02-13,1472,1,1,1,1
"815",12201503,111,"04-06-2015","","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'facebook']","$ 75.00",2015-06-04,631,1,1,1,1
"816",8753404,110,"06-10-2015","I am an older woman who is a retired accountant.  I had my own accounting business for 19 years.  I moved to North Carolina from Oregon in March of 2015 with my husband, Jerry, of 52 years, and our two cats.  My hobby/new business is making jewelry.  I also love exploring new skills with Photoshop Elements, but, sadly, don't have much time for it.   My husband and I love to read, love the outdoors, conservation and ecology.","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'reviews', 'kba']","$ 100.00",2015-10-06,507,1,1,1,1
"817",2645941,0,"10-02-2014","Paul 'Rock' Eblen, an Asheville native, earned an MA in Theatre to assist him in creating music for stage and film. Having lived in Los Angeles for several years pursuing a music and film career, he returned to Asheville to produce his own shows. He has been professionally acting, writing, and directing in local and regional theater for more than 30 years. Produces and directs rock musicals such as JC SUPERSTAR, TOMMY, RENT, FOOTLOOSE, SPRING AWAKENING and NEXT TO NORMAL. Annual benefits for his family's local charity include Pizza PanDemonium and Asheville Faerie Arts Festival.","within an hour","100%","100%","f",2,2,"['email', 'phone', 'reviews', 'kba']","$ 50.00",2014-02-10,1110,1,1,1,1
"818",6760016,112,"09-06-2015","Transplants from Southern California in 1992 we have loved raising our family in the Asheville area. Our eldest, a daughter (23) is recently married and lives in Minneapolis with her husband. Our two sons (20yo and 13yo) still live at home with us. Tim is a licensed general contractor and insurance adjuster. Elisa is an artist/art teacher and stay at home mom. We have restored multiple historic properties in the Asheville area over the last 23 years including a condemned house in the Montford Historic District for which Tim won the prestigious Griffin Award for historic preservation in 2004. Our commitment to faithful restoration is apparent in this property which we fully remodeled and restored in 2003. While we are new to Airbnb, we are not new to rental property. We have been landlords for several long term rentals in the area for 23 years, including this apartment, so we know how this rental thing works. We love both stimulating and laid back conversation with our friends and appropriate mood music (we can't live without our Bose Sounddock), good food (esp Mexican) and craft beer and wine. Our love of the outdoors takes us to California's Yosemite National Park for camping every summer and to our family condo on the gulf coast as often as we can get there. We enjoy hiking and biking and late night fire pits. We can point you to the usual and the unusual spots in Asheville so just ask. We can make a church recommendation if that's important to you. We attend a cool downtown church with great music and you are always welcome to join us. We think we have the best friends in the world and we especially love making new ones. We look forward to your visit!","within an hour","100%","89%","t",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 115.00",2015-06-09,626,1,1,1,1
"819",7810101,0,"11-08-2015","","N/A","N/A","N/A","f",1,1,"['phone']","$ 120.00",2015-08-11,563,1,1,1,1
"820",10853381,0,"26-01-2016","","within a few hours","100%","50%","f",1,1,"['email', 'phone']","$ 219.00",2016-01-26,395,1,1,1,1
"821",7341057,0,"06-07-2015","I am a young professional and freelance filmmaker. I love meeting people, enjoying good art, traveling, and music.

During the day, I work as a supervisor in a manufacturing company. I spend my free time making films as a freelancer. 

I believe in kindness to strangers; it's so much easier to make friends rather than enemies. You'll find that I am really easy going and will do all that I can to make your stay enjoyable!","within an hour","100%","94%","t",3,3,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","$ 38.00",2015-07-06,599,1,1,1,1
"822",9504131,0,"06-07-2015","I am a young professional and freelance filmmaker. I love meeting people, enjoying good art, traveling, and music.

During the day, I work as a supervisor in a manufacturing company. I spend my free time making films as a freelancer. 

I believe in kindness to strangers; it's so much easier to make friends rather than enemies. You'll find that I am really easy going and will do all that I can to make your stay enjoyable!","within an hour","100%","94%","t",3,3,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","$ 40.00",2015-07-06,599,1,1,1,1
"823",7500225,0,"22-07-2015","","within an hour","100%","100%","f",1,1,"['phone', 'reviews']","$ 100.00",2015-07-22,583,1,1,1,1
"824",11701027,0,"06-07-2015","I am a young professional and freelance filmmaker. I love meeting people, enjoying good art, traveling, and music.

During the day, I work as a supervisor in a manufacturing company. I spend my free time making films as a freelancer. 

I believe in kindness to strangers; it's so much easier to make friends rather than enemies. You'll find that I am really easy going and will do all that I can to make your stay enjoyable!","within an hour","100%","94%","t",3,3,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","$ 55.00",2015-07-06,599,1,1,1,1
"825",4375081,0,"26-12-2012","From Asheville, NC.  Love to meet people and see new places.  I am self employed; have two children; and three grandchildren.  I love to spend time outdoors camping and hiking and experiencing cultural events.  I will try to accommodate all visitors so their visit to the Asheville area is just what they are hoping it will be.","within an hour","100%","100%","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 95.00",2012-12-26,1521,1,1,1,1
"826",3385254,0,"13-05-2014","We're a friendly, easy going couple. We love art, reading, traveling, cooking, storytelling, playing games, cards and meeting people. 
I paint with bright colors since we lived in Mexico for 4 years, many years ago. 
My husband got Arthur Herman's book ""The Cave and the Light"" and he laughs out loud reading in bed.
We love British BBC programs and movies, documentaries like ""Happy"", to read History and books about innovations for the mind and alternative medicine. Daniel worked in Brazil, Mexico, France, Puerto Rico and the US. 
Our home is clean, confortable and we like to think it's beautiful. Friends are always welcome. 
We respect your privacy and leave you alone when you need some quiet time. We also love to chat when you feel like it.","within an hour","100%","100%","t",3,3,"['email', 'phone', 'reviews', 'kba']","$ 50.00",2014-05-13,1018,1,1,1,1
"827",1393012,0,"16-07-2013","I previously managed a bed and breakfast in Asheville.","within a day","83%","100%","t",1,1,"['email', 'phone', 'reviews']","$ 80.00",2013-07-16,1319,1,1,1,1
"828",8741844,0,"05-10-2015","My husband and our four children moved from St Maarten, Caribbean to the beautiful Blue Ridge Mountains of Western North Carolina. Asheville has been our home for four years.  We love the lake, teaming with wide life and in the migrator paths sees a host of visiting wildlife. Our children love to swimming and boat and walking around the lake is so peaceful and serene.","N/A","N/A","N/A","f",1,1,"['email', 'phone']","$ 245.00",2015-10-05,508,1,1,1,1
"829",536425,0,"14-06-2012","Hi,
This is me playing with two of our grandkids who live just 1/4 mile walk away (trail).
I love to share and would like to invite you to our place at the very ""doorstep"" to the mountains.  I love putting on my running or hiking shoes or getting on my mountain bike right from the house and hitting some of  best trails in the country. This place, where the French Broad River and the Blue Ridge Mountains meet, can be the beginning of great memories for you as well--including fishing, hiking, road or mountain biking, and driving on the parkway east or west to the highest elevations east of Colorado.  There is so much to say about our beloved Asheville as well (great food, music, shopping, the Biltmore House, etc.), which is only about a 10 minute drive from our place. These mountains are full of treasures 365 days of the year and it would be my pleasure to share some of my favorite places to help your trip be a special one!","within a few hours","100%","100%","f",1,1,"['email', 'phone', 'reviews', 'kba']","$ 115.00",2012-06-14,1716,1,1,1,1
"830",6853602,111,"15-06-2015","","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 350.00",2015-06-15,620,1,1,1,1
"831",11094904,0,"06-02-2016","","within an hour","100%","100%","f",1,1,"['email', 'phone', 'reviews']","$ 80.00",2016-02-06,384,1,1,1,1
"832",12107214,0,"09-11-2015","Hiker, music lover, mother of a toddler. 
Best host ever, fun, laid back, interested in meeting you! 

Life motto: live and let live!","within an hour","100%","100%","t",2,2,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 45.00",2015-11-09,473,1,1,1,1
"833",12166658,111,"12-02-2015","","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'facebook', 'reviews']","$ 69.00",2015-02-12,743,1,1,1,1
"834",11182596,0,"10-02-2016","I am an outgoing personable woman who enjoys meeting new people.  I have lived in these beautiful mountains for 35 years and know a great deal about where to go to enjoy your favorite thing to do.  I love being outdoors here either on top of the mountain, sitting by one of the streams or waterfalls or relaxing downtown with all the splendor of the people and places to go.","within a few hours","100%","100%","f",1,1,"['email', 'phone']","$ 53.00",2016-02-10,380,1,1,1,1
"835",7063293,111,"19-04-2014","I work PT from my home in Charlotte and love to travel with my husband who is in the restaurant business.  (when possible, our 20 year old daughter and 2 dogs come as well)  We love Asheville and go there whenever our cabin is not booked!","within an hour","67%","100%","f",2,2,"['email', 'phone', 'google', 'reviews', 'kba']","$ 250.00",2014-04-19,1042,1,1,1,1
"836",12369757,112,"10-02-2014","Paul 'Rock' Eblen, an Asheville native, earned an MA in Theatre to assist him in creating music for stage and film. Having lived in Los Angeles for several years pursuing a music and film career, he returned to Asheville to produce his own shows. He has been professionally acting, writing, and directing in local and regional theater for more than 30 years. Produces and directs rock musicals such as JC SUPERSTAR, TOMMY, RENT, FOOTLOOSE, SPRING AWAKENING and NEXT TO NORMAL. Annual benefits for his family's local charity include Pizza PanDemonium and Asheville Faerie Arts Festival.","within an hour","100%","100%","f",2,2,"['email', 'phone', 'reviews', 'kba']","$ 50.00",2014-02-10,1110,1,1,1,1
"837",4530102,0,"13-05-2014","We're a friendly, easy going couple. We love art, reading, traveling, cooking, storytelling, playing games, cards and meeting people. 
I paint with bright colors since we lived in Mexico for 4 years, many years ago. 
My husband got Arthur Herman's book ""The Cave and the Light"" and he laughs out loud reading in bed.
We love British BBC programs and movies, documentaries like ""Happy"", to read History and books about innovations for the mind and alternative medicine. Daniel worked in Brazil, Mexico, France, Puerto Rico and the US. 
Our home is clean, confortable and we like to think it's beautiful. Friends are always welcome. 
We respect your privacy and leave you alone when you need some quiet time. We also love to chat when you feel like it.","within an hour","100%","100%","t",3,3,"['email', 'phone', 'reviews', 'kba']","$ 60.00",2014-05-13,1018,1,1,1,1
"838",9361674,0,"09-11-2015","Hiker, music lover, mother of a toddler. 
Best host ever, fun, laid back, interested in meeting you! 

Life motto: live and let live!","within an hour","100%","100%","t",2,2,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 24.00",2015-11-09,473,1,1,1,1
"839",9406902,112,"20-05-2014","Born and raised in NC. Lover of bagels + sweet tea. Lived in China for 4 years. Interior Designer who collects passport stamps.","within a few hours","100%","100%","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","$ 35.00",2014-05-20,1011,1,1,1,1
"840",714699,0,"26-09-2012","Full time Mom to three geniuses - ages 8, 6, and 4. Part time interior architect and designer. Part time graphic/web site designer and builder. Part time wife.

The property is our ongoing, 20 year project. Expect the addition of chickens this fall, another vegetable garden in the spring, and goats sometime before the kids leave for college.

We value our guests' privacy and comfort above all. Please don't hesitate to ask for anything you need to make your stay more enjoyable.","within an hour","100%","100%","f",1,1,"['email', 'phone', 'reviews', 'kba']","$ 134.00",2012-09-26,1612,1,1,1,1
"841",8453543,109,"10-11-2013","We are a retired military couple with a lot of travel behind us and in front of us.  Our daughters are each newly married and in graduate school.  The house is a 6 bedroom colonial with a great room, gourmet kitchen and hundreds of feet of decking overlooking the woods.  Rich was an Air Force Weather officer who has also managed local country clubs and hotels.  Valerie is a dental office manager and an avid photographer.","within an hour","100%","100%","f",1,1,"['email', 'phone', 'reviews']","$ 100.00",2013-11-10,1202,1,1,1,1
"842",6001883,0,"12-12-2013","Greetings!  My husband and I just finishd an awesome year world trip! We stayed in a number of Airbnb's along the way and had some amazing experiences. We loved especially meeting and engaging with people of different cultures.  We hope to offer a warm and friendly environment in our home. We have a sweet black lab mix named Sydney.","within a few hours","100%","100%","t",1,1,"['email', 'phone', 'reviews', 'kba']","$ 60.00",2013-12-12,1170,1,1,1,1
"843",3042647,0,"13-05-2014","My husband and I are passionate about traveling!  I've lived in many places as I grew up since my Dad served in the Air Force.  As an adult, I worked for Delta Airlines.  My husband traveled frequently as a Soccer Player.  We enjoy experiencing other cultures, tasting ethnic foods and getting off the tourist paths to experience the native lifestyles all over the world!  We love meeting people and hearing their stories.  It brings us great pleasure to open our home to  world travelers like ourselves, the occasional vacationers and even locals that just want a change of scenery.","within a few hours","100%","100%","t",3,3,"['email', 'phone', 'google', 'reviews', 'kba']","$ 35.00",2014-05-13,1018,1,1,1,1
